Eliptic Curve: y^2 + y = x^3 - x^2
Both sides modulo: 5
x = 0, y = 0  (both sides = 0)
x = 1, y = 0  (both sides = 0)
x = 0, y = 4  (LHS = 20, RHS = 0)
x = 1, y = 4  (LHS = 20, RHS = 0)


Count            Prime    Num Solutions       Difference
  432            3,011            2,013              998
  433            3,019            2,082              937
  434            3,023            2,046              977
  435            3,037            2,080              957
  436            3,041            2,091              950
  437            3,049            2,107              942
  438            3,061            2,004            1,057
  439            3,067            2,108              959
  440            3,079            2,101              978
  441            3,083            2,062            1,021
  442            3,089            2,090              999
  443            3,109            2,066            1,043
  444            3,119            2,152              967
  445            3,121            2,089            1,032
  446            3,137            2,106            1,031
  447            3,163            2,104            1,059
  448            3,167            2,178              989
  449            3,169            2,054            1,115
  450            3,181            2,106            1,075
  451            3,187            2,186            1,001
  452            3,191            2,165            1,026
  453            3,203            2,139            1,064
  454            3,209            2,119            1,090
  455            3,217            2,182            1,035
  456            3,221            2,196            1,025
  457            3,229            2,113            1,116
  458            3,251            2,199            1,052
  459            3,253            2,151            1,102
  460            3,257            2,104            1,153
  461            3,259            2,184            1,075
  462            3,271            2,233            1,038
  463            3,299            2,169            1,130
  464            3,301            2,270            1,031
  465            3,307            2,175            1,132
  466            3,313            2,180            1,133
  467            3,319            2,219            1,100
  468            3,323            2,268            1,055
  469            3,329            2,177            1,152
  470            3,331            2,326            1,005
  471            3,343            2,220            1,123
  472            3,347            2,221            1,126
  473            3,359            2,258            1,101
  474            3,361            2,237            1,124
  475            3,371            2,269            1,102
  476            3,373            2,220            1,153
  477            3,389            2,255            1,134
  478            3,391            2,221            1,170
  479            3,407            2,268            1,139
  480            3,413            2,224            1,189
  481            3,433            2,279            1,154
  482            3,449            2,257            1,192
  483            3,457            2,172            1,285
  484            3,461            2,358            1,103
  485            3,463            2,300            1,163
  486            3,467            2,210            1,257
  487            3,469            2,364            1,105
  488            3,491            2,264            1,227
  489            3,499            2,284            1,215
  490            3,511            2,250            1,261
  491            3,517            2,311            1,206
  492            3,527            2,277            1,250
  493            3,529            2,304            1,225
  494            3,533            2,257            1,276
  495            3,539            2,216            1,323
  496            3,541            2,313            1,228
  497            3,547            2,228            1,319
  498            3,557            2,288            1,269
  499            3,559            2,329            1,230
  500            3,571            2,372            1,199
  501            3,581            2,281            1,300
  502            3,583            2,410            1,173
  503            3,593            2,386            1,207
  504            3,607            2,350            1,257
  505            3,613            2,285            1,328
  506            3,617            2,268            1,349
  507            3,623            2,351            1,272
  508            3,631            2,334            1,297
  509            3,637            2,408            1,229
  510            3,643            2,326            1,317
  511            3,659            2,355            1,304
  512            3,671            2,379            1,292
  513            3,673            2,379            1,294
  514            3,677            2,505            1,172
  515            3,691            2,338            1,353
  516            3,697            2,393            1,304
  517            3,701            2,347            1,354
  518            3,709            2,364            1,345
  519            3,719            2,434            1,285
  520            3,727            2,360            1,367
  521            3,733            2,448            1,285
  522            3,739            2,362            1,377
  523            3,761            2,461            1,300
  524            3,767            2,422            1,345
  525            3,769            2,318            1,451
  526            3,779            2,523            1,256
  527            3,793            2,380            1,413
  528            3,797            2,475            1,322
  529            3,803            2,478            1,325
  530            3,821            2,406            1,415
  531            3,823            2,433            1,390
  532            3,833            2,468            1,365
  533            3,847            2,448            1,399
  534            3,851            2,598            1,253
  535            3,853            2,534            1,319
  536            3,863            2,545            1,318
  537            3,877            2,525            1,352
  538            3,881            2,538            1,343
  539            3,889            2,531            1,358
  540            3,907            2,485            1,422
  541            3,911            2,508            1,403
  542            3,917            2,450            1,467
  543            3,919            2,519            1,400
  544            3,923            2,432            1,491
  545            3,929            2,460            1,469
  546            3,931            2,465            1,466
  547            3,943            2,568            1,375
  548            3,947            2,540            1,407
  549            3,967            2,606            1,361
  550            3,989            2,559            1,430
  551            4,001            2,496            1,505
  552            4,003            2,654            1,349
  553            4,007            2,559            1,448
  554            4,013            2,496            1,517
  555            4,019            2,578            1,441
  556            4,021            2,452            1,569
  557            4,027            2,614            1,413
  558            4,049            2,624            1,425
  559            4,051            2,568            1,483
  560            4,057            2,570            1,487
  561            4,073            2,612            1,461
  562            4,079            2,665            1,414
  563            4,091            2,595            1,496
  564            4,093            2,530            1,563
  565            4,099            2,583            1,516
  566            4,111            2,630            1,481
  567            4,127            2,514            1,613
  568            4,129            2,482            1,647
  569            4,133            2,524            1,609
  570            4,139            2,641            1,498
  571            4,153            2,595            1,558
  572            4,157            2,658            1,499
  573            4,159            2,589            1,570
  574            4,177            2,544            1,633
  575            4,201            2,721            1,480
  576            4,211            2,752            1,459
  577            4,217            2,654            1,563
  578            4,219            2,604            1,615
  579            4,229            2,712            1,517
  580            4,231            2,662            1,569
  581            4,241            2,572            1,669
  582            4,243            2,712            1,531
  583            4,253            2,688            1,565
  584            4,259            2,740            1,519
  585            4,261            2,646            1,615
  586            4,271            2,690            1,581
  587            4,273            2,699            1,574
  588            4,283            2,714            1,569
  589            4,289            2,698            1,591
  590            4,297            2,689            1,608
  591            4,327            2,696            1,631
  592            4,337            2,733            1,604
  593            4,339            2,678            1,661
  594            4,349            2,804            1,545
  595            4,357            2,735            1,622
  596            4,363            2,798            1,565
  597            4,373            2,742            1,631
  598            4,391            2,769            1,622
  599            4,397            2,742            1,655
  600            4,409            2,739            1,670
  601            4,421            2,682            1,739
  602            4,423            2,716            1,707
  603            4,441            2,733            1,708
  604            4,447            2,728            1,719
  605            4,451            2,728            1,723
  606            4,457            2,767            1,690
  607            4,463            2,747            1,716
  608            4,481            2,714            1,767
  609            4,483            2,899            1,584
  610            4,493            2,775            1,718
  611            4,507            2,855            1,652
  612            4,513            2,806            1,707
  613            4,517            2,790            1,727
  614            4,519            2,786            1,733
  615            4,523            2,796            1,727
  616            4,547            2,785            1,762
  617            4,549            2,819            1,730
  618            4,561            2,723            1,838
  619            4,567            2,948            1,619
  620            4,583            2,903            1,680
  621            4,591            2,854            1,737
  622            4,597            2,874            1,723
  623            4,603            2,870            1,733
  624            4,621            2,900            1,721
  625            4,637            2,831            1,806
  626            4,639            2,881            1,758
  627            4,643            2,961            1,682
  628            4,649            2,881            1,768
  629            4,651            2,896            1,755
  630            4,657            2,814            1,843
  631            4,663            2,874            1,789
  632            4,673            2,898            1,775
  633            4,679            2,798            1,881
  634            4,691            2,930            1,761
  635            4,703            2,941            1,762
  636            4,721            2,988            1,733
  637            4,723            3,014            1,709
  638            4,729            2,942            1,787
  639            4,733            2,888            1,845
  640            4,751            2,907            1,844
  641            4,759            2,878            1,881
  642            4,783            3,027            1,756
  643            4,787            2,898            1,889
  644            4,789            2,919            1,870
  645            4,793            3,042            1,751
  646            4,799            2,904            1,895
  647            4,801            2,963            1,838
  648            4,813            3,028            1,785
  649            4,817            2,982            1,835
  650            4,831            2,972            1,859
  651            4,861            3,022            1,839
  652            4,871            2,869            2,002
  653            4,877            2,922            1,955
  654            4,889            3,040            1,849
  655            4,903            2,960            1,943
  656            4,909            3,072            1,837
  657            4,919            2,981            1,938
  658            4,931            2,932            1,999
  659            4,933            3,037            1,896
  660            4,937            2,959            1,978
  661            4,943            2,995            1,948
  662            4,951            2,987            1,964
  663            4,957            3,039            1,918
  664            4,967            3,020            1,947
  665            4,969            3,082            1,887
  666            4,973            3,172            1,801
  667            4,987            3,014            1,973
  668            4,993            3,146            1,847
  669            4,999            2,985            2,014
  670            5,003            3,047            1,956
  671            5,009            3,027            1,982
  672            5,011            3,082            1,929
  673            5,021            3,082            1,939
  674            5,023            3,074            1,949
  675            5,039            2,997            2,042
  676            5,051            3,210            1,841
  677            5,059            3,118            1,941
  678            5,077            3,069            2,008
  679            5,081            3,077            2,004
  680            5,087            3,102            1,985
  681            5,099            3,116            1,983
  682            5,101            3,034            2,067
  683            5,107            3,201            1,906
  684            5,113            3,106            2,007
  685            5,119            3,082            2,037
  686            5,147            3,074            2,073
  687            5,153            3,116            2,037
  688            5,167            3,090            2,077
  689            5,171            3,102            2,069
  690            5,179            3,167            2,012
  691            5,189            3,187            2,002
  692            5,197            3,194            2,003
  693            5,209            3,145            2,064
  694            5,227            3,028            2,199
  695            5,231            3,170            2,061
  696            5,233            3,170            2,063
  697            5,237            3,124            2,113
  698            5,261            3,170            2,091
  699            5,273            3,123            2,150
  700            5,279            3,266            2,013
  701            5,281            3,153            2,128
  702            5,297            3,220            2,077
  703            5,303            3,112            2,191
  704            5,309            3,194            2,115
  705            5,323            3,297            2,026
  706            5,333            3,297            2,036
  707            5,347            3,210            2,137
  708            5,351            3,180            2,171
  709            5,381            3,246            2,135
  710            5,387            3,292            2,095
  711            5,393            3,303            2,090
  712            5,399            3,352            2,047
  713            5,407            3,199            2,208
  714            5,413            3,159            2,254
  715            5,417            3,171            2,246
  716            5,419            3,381            2,038
  717            5,431            3,219            2,212
  718            5,437            3,216            2,221
  719            5,441            3,308            2,133
  720            5,443            3,249            2,194
  721            5,449            3,359            2,090
  722            5,471            3,318            2,153
  723            5,477            3,365            2,112
  724            5,479            3,304            2,175
  725            5,483            3,278            2,205
  726            5,501            3,258            2,243
  727            5,503            3,365            2,138
  728            5,507            3,326            2,181
  729            5,519            3,319            2,200
  730            5,521            3,306            2,215
  731            5,527            3,375            2,152
  732            5,531            3,282            2,249
  733            5,557            3,292            2,265
  734            5,563            3,296            2,267
  735            5,569            3,308            2,261
  736            5,573            3,310            2,263
  737            5,581            3,318            2,263
  738            5,591            3,370            2,221
  739            5,623            3,386            2,237
  740            5,639            3,364            2,275
  741            5,641            3,352            2,289
  742            5,647            3,238            2,409
  743            5,651            3,354            2,297
  744            5,653            3,328            2,325
  745            5,657            3,403            2,254
  746            5,659            3,386            2,273
  747            5,669            3,349            2,320
  748            5,683            3,420            2,263
  749            5,689            3,369            2,320
  750            5,693            3,422            2,271
  751            5,701            3,492            2,209
  752            5,711            3,436            2,275
  753            5,717            3,380            2,337
  754            5,737            3,369            2,368
  755            5,741            3,382            2,359
  756            5,743            3,420            2,323
  757            5,749            3,450            2,299
  758            5,779            3,514            2,265
  759            5,783            3,362            2,421
  760            5,791            3,373            2,418
  761            5,801            3,314            2,487
  762            5,807            3,439            2,368
  763            5,813            3,456            2,357
  764            5,821            3,518            2,303
  765            5,827            3,376            2,451
  766            5,839            3,313            2,526
  767            5,843            3,474            2,369
  768            5,849            3,425            2,424
  769            5,851            3,518            2,333
  770            5,857            3,514            2,343
  771            5,861            3,448            2,413
  772            5,867            3,418            2,449
  773            5,869            3,536            2,333
  774            5,879            3,458            2,421
  775            5,881            3,596            2,285
  776            5,897            3,558            2,339
  777            5,903            3,449            2,454
  778            5,923            3,417            2,506
  779            5,927            3,574            2,353
  780            5,939            3,494            2,445
  781            5,953            3,450            2,503
  782            5,981            3,528            2,453
  783            5,987            3,523            2,464
  784            6,007            3,531            2,476
  785            6,011            3,502            2,509
  786            6,029            3,472            2,557
  787            6,037            3,634            2,403
  788            6,043            3,534            2,509
  789            6,047            3,566            2,481
  790            6,053            3,614            2,439
  791            6,067            3,576            2,491
  792            6,073            3,578            2,495
  793            6,079            3,480            2,599
  794            6,089            3,611            2,478
  795            6,091            3,629            2,462
  796            6,101            3,637            2,464
  797            6,113            3,690            2,423
  798            6,121            3,548            2,573
  799            6,131            3,736            2,395
  800            6,133            3,675            2,458
  801            6,143            3,619            2,524
  802            6,151            3,726            2,425
  803            6,163            3,584            2,579
  804            6,173            3,688            2,485
  805            6,197            3,734            2,463
  806            6,199            3,584            2,615
  807            6,203            3,632            2,571
  808            6,211            3,673            2,538
  809            6,217            3,642            2,575
  810            6,221            3,751            2,470
  811            6,229            3,677            2,552
  812            6,247            3,750            2,497
  813            6,257            3,622            2,635
  814            6,263            3,616            2,647
  815            6,269            3,617            2,652
  816            6,271            3,704            2,567
  817            6,277            3,741            2,536
  818            6,287            3,744            2,543
  819            6,299            3,654            2,645
  820            6,301            3,693            2,608
  821            6,311            3,781            2,530
  822            6,317            3,756            2,561
  823            6,323            3,699            2,624
  824            6,329            3,694            2,635
  825            6,337            3,675            2,662
  826            6,343            3,710            2,633
  827            6,353            3,758            2,595
  828            6,359            3,618            2,741
  829            6,361            3,686            2,675
  830            6,367            3,852            2,515
  831            6,373            3,764            2,609
  832            6,379            3,700            2,679
  833            6,389            3,778            2,611
  834            6,397            3,720            2,677
  835            6,421            3,772            2,649
  836            6,427            3,713            2,714
  837            6,449            3,840            2,609
  838            6,451            3,740            2,711
  839            6,469            3,792            2,677
  840            6,473            3,858            2,615
  841            6,481            3,784            2,697
  842            6,491            3,754            2,737
  843            6,521            3,824            2,697
  844            6,529            3,724            2,805
  845            6,547            3,856            2,691
  846            6,551            3,914            2,637
  847            6,553            3,944            2,609
  848            6,563            3,773            2,790
  849            6,569            3,824            2,745
  850            6,571            3,831            2,740
  851            6,577            3,758            2,819
  852            6,581            3,834            2,747
  853            6,599            3,844            2,755
  854            6,607            3,929            2,678
  855            6,619            3,827            2,792
  856            6,637            3,912            2,725
  857            6,653            3,968            2,685
  858            6,659            3,874            2,785
  859            6,661            3,882            2,779
  860            6,673            3,869            2,804
  861            6,679            3,752            2,927
  862            6,689            3,854            2,835
  863            6,691            3,900            2,791
  864            6,701            3,916            2,785
  865            6,703            3,855            2,848
  866            6,709            3,869            2,840
  867            6,719            3,828            2,891
  868            6,733            3,920            2,813
  869            6,737            3,857            2,880
  870            6,761            3,938            2,823
  871            6,763            3,936            2,827
  872            6,779            3,971            2,808
  873            6,781            3,975            2,806
  874            6,791            3,919            2,872
  875            6,793            3,881            2,912
  876            6,803            3,974            2,829
  877            6,823            3,849            2,974
  878            6,827            4,130            2,697
  879            6,829            3,969            2,860
  880            6,833            4,032            2,801
  881            6,841            4,020            2,821
  882            6,857            4,041            2,816
  883            6,863            3,938            2,925
  884            6,869            3,967            2,902
  885            6,871            4,006            2,865
  886            6,883            3,923            2,960
  887            6,899            4,017            2,882
  888            6,907            3,982            2,925
  889            6,911            4,020            2,891
  890            6,917            3,944            2,973
  891            6,947            3,924            3,023
  892            6,949            4,058            2,891
  893            6,959            3,926            3,033
  894            6,961            4,000            2,961
  895            6,967            4,010            2,957
  896            6,971            4,095            2,876
  897            6,977            4,008            2,969
  898            6,983            4,124            2,859
  899            6,991            4,128            2,863
  900            6,997            3,998            2,999
  901            7,001            4,027            2,974
  902            7,013            4,122            2,891
  903            7,019            4,133            2,886
  904            7,027            4,022            3,005
  905            7,039            4,088            2,951
  906            7,043            4,016            3,027
  907            7,057            4,233            2,824
  908            7,069            3,980            3,089
  909            7,079            3,984            3,095
  910            7,103            4,139            2,964
  911            7,109            4,170            2,939
  912            7,121            4,058            3,063
  913            7,127            4,096            3,031
  914            7,129            4,098            3,031
  915            7,151            3,971            3,180
  916            7,159            4,118            3,041
  917            7,177            4,232            2,945
  918            7,187            4,192            2,995
  919            7,193            4,146            3,047
  920            7,207            4,143            3,064
  921            7,211            4,163            3,048
  922            7,213            4,154            3,059
  923            7,219            4,110            3,109
  924            7,229            4,163            3,066
  925            7,237            4,102            3,135
  926            7,243            4,104            3,139
  927            7,247            4,084            3,163
  928            7,253            4,211            3,042
  929            7,283            4,207            3,076
  930            7,297            4,233            3,064
  931            7,307            4,150            3,157
  932            7,309            4,154            3,155
  933            7,321            4,254            3,067
  934            7,331            4,147            3,184
  935            7,333            4,262            3,071
  936            7,349            4,235            3,114
  937            7,351            4,330            3,021
  938            7,369            4,201            3,168
  939            7,393            4,296            3,097
  940            7,411            4,253            3,158
  941            7,417            4,349            3,068
  942            7,433            4,190            3,243
  943            7,451            4,232            3,219
  944            7,457            4,381            3,076
  945            7,459            4,264            3,195
  946            7,477            4,212            3,265
  947            7,481            4,360            3,121
  948            7,487            4,323            3,164
  949            7,489            4,191            3,298
  950            7,499            4,236            3,263
  951            7,507            4,294            3,213
  952            7,517            4,424            3,093
  953            7,523            4,382            3,141
  954            7,529            4,230            3,299
  955            7,537            4,350            3,187
  956            7,541            4,350            3,191
  957            7,547            4,299            3,248
  958            7,549            4,315            3,234
  959            7,559            4,328            3,231
  960            7,561            4,310            3,251
  961            7,573            4,300            3,273
  962            7,577            4,414            3,163
  963            7,583            4,297            3,286
  964            7,589            4,477            3,112
  965            7,591            4,344            3,247
  966            7,603            4,372            3,231
  967            7,607            4,374            3,233
  968            7,621            4,336            3,285
  969            7,639            4,496            3,143
  970            7,643            4,317            3,326
  971            7,649            4,467            3,182
  972            7,669            4,401            3,268
  973            7,673            4,444            3,229
  974            7,681            4,392            3,289
  975            7,687            4,416            3,271
  976            7,691            4,381            3,310
  977            7,699            4,428            3,271
  978            7,703            4,456            3,247
  979            7,717            4,274            3,443
  980            7,723            4,523            3,200
  981            7,727            4,468            3,259
  982            7,741            4,339            3,402
  983            7,753            4,490            3,263
  984            7,757            4,442            3,315
  985            7,759            4,376            3,383
  986            7,789            4,454            3,335
  987            7,793            4,476            3,317
  988            7,817            4,412            3,405
  989            7,823            4,475            3,348
  990            7,829            4,567            3,262
  991            7,841            4,261            3,580
  992            7,853            4,411            3,442
  993            7,867            4,532            3,335
  994            7,873            4,558            3,315
  995            7,877            4,403            3,474
  996            7,879            4,634            3,245
  997            7,883            4,477            3,406
  998            7,901            4,488            3,413
  999            7,907            4,531            3,376
1,000            7,919            4,568            3,351
primeCount = 1000

